1111	119	1598	2014-01-01	0
1134	204	5775	2014-01-01	0
1134	81	1389	2014-01-01	0
1156	133	1860	2014-01-01	0
1211	129	2935	2014-01-01	0
1239	112	5832	2014-01-01	0
1239	203	705	2014-01-01	0
1269	215	1354	2014-01-01	0
1354	150	3504	2014-01-01	0
1354	60	1269	2014-01-01	0
1389	104	1134	2014-01-01	0
1389	81	1134	2014-01-01	0
1443	156	5001	2014-01-01	0
1485	217	6355	2014-01-01	0
1507	120	5742	2014-01-01	0
172	133	1860	2014-01-01	0
1742	145	2045	2014-01-01	0
1742	48	1029	2014-01-01	0
1742	98	2045	2014-01-01	0
1862	133	4681	2014-01-01	0
1939	129	2935	2014-01-01	0
20	133	3637	2014-01-01	0
2761	120	4475	2014-01-01	0
2761	120	492	2014-01-01	0
2800	122	3508	2014-01-01	0
2821	119	4970	2014-01-01	0
2929	145	2963	2014-01-01	0
2935	133	1360	2014-01-01	0
2962	129	2935	2014-01-01	0
2963	120	1150	2014-01-01	0
2972	122	3156	2014-01-01	0
3065	164	354	2014-01-01	0
3156	122	2972	2014-01-01	0
3176	234	4912	2014-01-01	0
3420	234	4261	2014-01-01	0
3508	122	2800	2014-01-01	0
354	204	1134	2014-01-01	0
3606	222	2124	2014-01-01	0
3754	119	4761	2014-01-01	0
397	133	1219	2014-01-01	0
397	44	1219	2014-01-01	0
4150	133	4776	2014-01-01	0
4151	100	1389	2014-01-01	0
4151	111	1389	2014-01-01	0
4151	112	5001	2014-01-01	0
4151	156	5001	2014-01-01	0
4329	164	4538	2014-01-01	0
4438	87	6874	2014-01-01	0
4538	164	4329	2014-01-01	0
4627	164	1991	2014-01-01	0
4627	46	2045	2014-01-01	0
4637	182	5775	2014-01-01	0
4761	47	4970	2014-01-01	0
492	129	4170	2014-01-01	0
4970	231	2821	2014-01-01	0
4973	150	5389	2014-01-01	0
4996	104	6874	2014-01-01	0
500	120	2045	2014-01-01	0
5001	212	2739	2014-01-01	0
5278	119	2060	2014-01-01	0
5304	222	1134	2014-01-01	0
5333	212	819	2014-01-01	0
5379	221	1447	2014-01-01	0
5412	222	574	2014-01-01	0
5764	133	2963	2014-01-01	0
5764	164	4723	2014-01-01	0
5764	73	2963	2014-01-01	0
5764	99	2963	2014-01-01	0
5775	227	775	2014-01-01	0
5805	222	4787	2014-01-01	0
6007	120	2848	2014-01-01	0
6041	120	2127	2014-01-01	0
6041	222	237	2014-01-01	0
626	163	4973	2014-01-01	0
6285	222	4329	2014-01-01	0
6294	120	1962	2014-01-01	0
6412	120	354	2014-01-01	0
6772	182	2935	2014-01-01	0
697	221	2972	2014-01-01	0
6989	222	2935	2014-01-01	0
705	129	1815	2014-01-01	0
705	203	1239	2014-01-01	0
775	112	5775	2014-01-01	0
775	222	4913	2014-01-01	0
777	129	4170	2014-01-01	0
788	46	4329	2014-01-01	0
819	133	4447	2014-01-01	0
873	199	6419	2014-01-01	0
1015	143	2639	2014-01-02	0
1072	222	5869	2014-01-02	0
1086	99	6661	2014-01-02	0
1134	104	3770	2014-01-02	0
1134	120	3432	2014-01-02	0
1134	206	5345	2014-01-02	0
1134	212	5001	2014-01-02	0
1134	227	1697	2014-01-02	0
1134	81	3770	2014-01-02	0
1192	222	912	2014-01-02	0
1239	112	5832	2014-01-02	0
1239	122	5832	2014-01-02	0
1239	122	705	2014-01-02	0
1239	206	5832	2014-01-02	0
1265	133	2444	2014-01-02	0
1265	144	2444	2014-01-02	0
1315	133	6775	2014-01-02	0
1389	119	2449	2014-01-02	0
1389	222	5775	2014-01-02	0
1421	222	4265	2014-01-02	0
1427	73	424	2014-01-02	0
1447	222	1134	2014-01-02	0
1697	112	1134	2014-01-02	0
1720	241	2639	2014-01-02	0
1726	120	1269	2014-01-02	0
1731	188	5759	2014-01-02	0
1742	129	1029	2014-01-02	0
1742	193	162	2014-01-02	0
1742	48	1029	2014-01-02	0
1809	222	6355	2014-01-02	0
1815	227	5832	2014-01-02	0
1824	256	825	2014-01-02	0
1860	241	4265	2014-01-02	0
186	112	705	2014-01-02	0
186	122	5379	2014-01-02	0
1862	133	4681	2014-01-02	0
1922	222	305	2014-01-02	0
1934	97	6827	2014-01-02	0
1987	248	6346	2014-01-02	0
2008	99	409	2014-01-02	0
2045	185	1029	2014-01-02	0
2045	248	1029	2014-01-02	0
209	97	6041	2014-01-02	0
2481	133	5572	2014-01-02	0
248	222	912	2014-01-02	0
2610	212	3303	2014-01-02	0
2639	119	912	2014-01-02	0
2639	120	2521	2014-01-02	0
2800	122	3508	2014-01-02	0
3049	129	2555	2014-01-02	0
3049	212	4973	2014-01-02	0
3417	222	1410	2014-01-02	0
3420	46	4261	2014-01-02	0
343	222	3253	2014-01-02	0
3470	120	5284	2014-01-02	0
3508	122	2800	2014-01-02	0
3508	222	4040	2014-01-02	0
3514	222	4261	2014-01-02	0
3614	212	1219	2014-01-02	0
3665	222	6775	2014-01-02	0
3766	122	4735	2014-01-02	0
3770	81	1134	2014-01-02	0
3793	222	1029	2014-01-02	0
3868	133	4776	2014-01-02	0
3961	230	2848	2014-01-02	0
3961	73	4929	2014-01-02	0
397	133	5333	2014-01-02	0
397	44	319	2014-01-02	0
3982	212	649	2014-01-02	0
4040	222	4089	2014-01-02	0
4061	153	1269	2014-01-02	0
407	103	6976	2014-01-02	0
4127	212	2639	2014-01-02	0
4150	222	3868	2014-01-02	0
4151	111	1389	2014-01-02	0
4151	119	1389	2014-01-02	0
4151	222	5001	2014-01-02	0
4170	227	492	2014-01-02	0
4265	129	1421	2014-01-02	0
4297	120	2639	2014-01-02	0
4432	133	5719	2014-01-02	0
4438	87	6874	2014-01-02	0
4475	112	4170	2014-01-02	0
4510	212	1630	2014-01-02	0
4518	206	4170	2014-01-02	0
4559	234	6048	2014-01-02	0
4587	222	5001	2014-01-02	0
4648	97	5001	2014-01-02	0
4698	46	2639	2014-01-02	0
4734	119	1598	2014-01-02	0
4735	122	3766	2014-01-02	0
4855	119	2890	2014-01-02	0
4855	47	2669	2014-01-02	0
492	112	4170	2014-01-02	0
4973	152	5698	2014-01-02	0
4973	256	2913	2014-01-02	0
5129	120	2423	2014-01-02	0
5140	119	5129	2014-01-02	0
5255	125	1219	2014-01-02	0
5255	222	1591	2014-01-02	0
5310	182	6874	2014-01-02	0
5333	212	819	2014-01-02	0
5345	206	1134	2014-01-02	0
5379	122	186	2014-01-02	0
5388	222	1274	2014-01-02	0
5457	222	873	2014-01-02	0
5659	187	6347	2014-01-02	0
5712	222	857	2014-01-02	0
5719	46	5771	2014-01-02	0
5759	188	1731	2014-01-02	0
5764	133	2963	2014-01-02	0
5764	73	2963	2014-01-02	0
5764	97	2963	2014-01-02	0
5816	222	4261	2014-01-02	0
5832	112	1815	2014-01-02	0
5832	122	1239	2014-01-02	0
5832	129	1239	2014-01-02	0
5832	129	722	2014-01-02	0
5832	206	1239	2014-01-02	0
5869	119	6973	2014-01-02	0
5869	222	912	2014-01-02	0
5869	97	6973	2014-01-02	0
6044	222	4888	2014-01-02	0
6069	133	2639	2014-01-02	0
6346	120	1860	2014-01-02	0
6355	222	2654	2014-01-02	0
6355	256	2654	2014-01-02	0
6454	120	1697	2014-01-02	0
6456	73	6020	2014-01-02	0
6456	97	4970	2014-01-02	0
6593	120	5947	2014-01-02	0
6593	187	5947	2014-01-02	0
6834	256	5729	2014-01-02	0
6840	52	912	2014-01-02	0
6874	119	3682	2014-01-02	0
6874	120	1992	2014-01-02	0
6887	182	4168	2014-01-02	0
6888	111	3133	2014-01-02	0
697	187	2935	2014-01-02	0
705	129	1239	2014-01-02	0
705	129	1815	2014-01-02	0
705	227	186	2014-01-02	0
777	163	4170	2014-01-02	0
825	256	1824	2014-01-02	0
88	222	6893	2014-01-02	0
88	256	4973	2014-01-02	0
912	104	957	2014-01-02	0
912	204	2639	2014-01-02	0
912	222	254	2014-01-02	0
1045	188	1192	2014-01-03	0
1111	119	1598	2014-01-03	0
1111	81	5176	2014-01-03	0
1134	204	4475	2014-01-03	0
1192	188	1045	2014-01-03	0
1195	256	4261	2014-01-03	0
1219	129	819	2014-01-03	0
1239	122	705	2014-01-03	0
1239	206	5832	2014-01-03	0
1269	227	1732	2014-01-03	0
1340	156	6874	2014-01-03	0
1387	112	6617	2014-01-03	0
1389	120	5001	2014-01-03	0
1389	156	5001	2014-01-03	0
1389	204	5001	2014-01-03	0
1389	81	5001	2014-01-03	0
1507	120	5742	2014-01-03	0
1586	122	5131	2014-01-03	0
1731	111	2639	2014-01-03	0
1731	222	912	2014-01-03	0
1732	112	1269	2014-01-03	0
1742	129	1029	2014-01-03	0
1742	163	5403	2014-01-03	0
1742	222	1029	2014-01-03	0
1808	222	4413	2014-01-03	0
1814	222	5827	2014-01-03	0
1815	227	5832	2014-01-03	0
1820	156	2115	2014-01-03	0
1824	256	825	2014-01-03	0
1934	222	2935	2014-01-03	0
1934	222	697	2014-01-03	0
2006	222	425	2014-01-03	0
2045	120	1029	2014-01-03	0
2045	185	1029	2014-01-03	0
2045	204	3251	2014-01-03	0
2045	248	1029	2014-01-03	0
2264	120	3133	2014-01-03	0
2264	222	912	2014-01-03	0
2443	119	88	2014-01-03	0
2521	206	912	2014-01-03	0
256	99	4475	2014-01-03	0
2639	119	6069	2014-01-03	0
2639	120	2521	2014-01-03	0
2639	120	912	2014-01-03	0
2639	41	4882	2014-01-03	0
2654	65	6355	2014-01-03	0
2848	86	4089	2014-01-03	0
2935	125	88	2014-01-03	0
2935	187	3868	2014-01-03	0
2947	212	1192	2014-01-03	0
2962	129	2935	2014-01-03	0
3432	142	1969	2014-01-03	0
3461	197	242	2014-01-03	0
3470	120	5284	2014-01-03	0
3551	122	2935	2014-01-03	0
3885	120	6874	2014-01-03	0
397	133	1219	2014-01-03	0
3973	199	6355	2014-01-03	0
4058	227	6154	2014-01-03	0
4150	222	1185	2014-01-03	0
4151	222	5001	2014-01-03	0
4151	81	1389	2014-01-03	0
4151	97	1389	2014-01-03	0
4170	122	6641	2014-01-03	0
4170	227	4475	2014-01-03	0
4170	227	492	2014-01-03	0
4265	120	1860	2014-01-03	0
4265	120	6346	2014-01-03	0
4456	222	1134	2014-01-03	0
4475	112	4170	2014-01-03	0
4480	97	4221	2014-01-03	0
4498	209	6095	2014-01-03	0
4498	222	1315	2014-01-03	0
4504	222	5351	2014-01-03	0
4559	234	6048	2014-01-03	0
457	222	6718	2014-01-03	0
4752	222	6641	2014-01-03	0
4752	255	4475	2014-01-03	0
4794	241	3883	2014-01-03	0
492	112	4170	2014-01-03	0
492	52	1575	2014-01-03	0
4973	230	626	2014-01-03	0
4973	256	626	2014-01-03	0
5001	81	1389	2014-01-03	0
5088	222	5345	2014-01-03	0
5104	222	2935	2014-01-03	0
5129	120	2423	2014-01-03	0
5129	156	5140	2014-01-03	0
5131	122	1586	2014-01-03	0
5176	73	650	2014-01-03	0
5379	136	1269	2014-01-03	0
5388	222	1274	2014-01-03	0
5453	78	5719	2014-01-03	0
5724	222	4036	2014-01-03	0
5764	120	2963	2014-01-03	0
5764	133	2963	2014-01-03	0
5764	256	3060	2014-01-03	0
5775	227	6724	2014-01-03	0
5790	222	484	2014-01-03	0
5832	112	1815	2014-01-03	0
5832	122	1239	2014-01-03	0
5832	129	1239	2014-01-03	0
5832	206	1239	2014-01-03	0
5901	122	6158	2014-01-03	0
5930	133	6874	2014-01-03	0
5954	119	6874	2014-01-03	0
6012	212	2935	2014-01-03	0
6020	163	4970	2014-01-03	0
6020	187	4761	2014-01-03	0
6095	51	6775	2014-01-03	0
6154	112	4058	2014-01-03	0
6158	122	5901	2014-01-03	0
6226	222	6593	2014-01-03	0
626	108	4973	2014-01-03	0
626	163	4973	2014-01-03	0
6285	65	256	2014-01-03	0
6357	99	1134	2014-01-03	0
6469	222	912	2014-01-03	0
6617	227	1387	2014-01-03	0
6641	122	4170	2014-01-03	0
6724	112	5775	2014-01-03	0
6775	222	2376	2014-01-03	0
6835	212	6138	2014-01-03	0
6870	222	3648	2014-01-03	0
6874	119	1340	2014-01-03	0
6874	86	887	2014-01-03	0
6880	256	4168	2014-01-03	0
697	221	2972	2014-01-03	0
6976	222	4832	2014-01-03	0
705	122	1239	2014-01-03	0
777	163	4170	2014-01-03	0
808	133	1734	2014-01-03	0
825	256	1824	2014-01-03	0
873	199	2972	2014-01-03	0
912	120	2310	2014-01-03	0
912	120	2521	2014-01-03	0
912	206	2521	2014-01-03	0
950	164	706	2014-01-03	0
105	222	6237	2014-01-04	0
1134	122	5345	2014-01-04	0
1178	112	2935	2014-01-04	0
1239	122	5832	2014-01-04	0
1239	206	5832	2014-01-04	0
1269	256	511	2014-01-04	0
127	222	5832	2014-01-04	0
1340	119	203	2014-01-04	0
1340	204	6874	2014-01-04	0
1389	120	5001	2014-01-04	0
1389	156	5001	2014-01-04	0
1575	122	6355	2014-01-04	0
1586	104	4013	2014-01-04	0
1742	163	5403	2014-01-04	0
1742	178	1029	2014-01-04	0
1815	227	6003	2014-01-04	0
1860	46	5521	2014-01-04	0
2045	119	5403	2014-01-04	0
209	222	6355	2014-01-04	0
2131	222	143	2014-01-04	0
237	224	6355	2014-01-04	0
2441	256	4200	2014-01-04	0
2589	122	5047	2014-01-04	0
2654	224	6355	2014-01-04	0
2800	199	4475	2014-01-04	0
2800	224	4475	2014-01-04	0
2800	66	4475	2014-01-04	0
2935	122	3210	2014-01-04	0
2935	227	1178	2014-01-04	0
2935	227	3215	2014-01-04	0
2970	133	853	2014-01-04	0
2972	119	3267	2014-01-04	0
3061	46	1660	2014-01-04	0
3078	222	2935	2014-01-04	0
3084	46	2500	2014-01-04	0
3210	122	2935	2014-01-04	0
3210	222	3078	2014-01-04	0
3215	129	5832	2014-01-04	0
3418	222	6551	2014-01-04	0
3752	188	5547	2014-01-04	0
3752	222	4013	2014-01-04	0
3781	122	6346	2014-01-04	0
3890	222	1269	2014-01-04	0
3890	222	1660	2014-01-04	0
397	133	1219	2014-01-04	0
397	156	1219	2014-01-04	0
4023	112	2935	2014-01-04	0
405	222	1831	2014-01-04	0
4150	133	4776	2014-01-04	0
4150	133	5999	2014-01-04	0
4151	120	5001	2014-01-04	0
4151	81	1389	2014-01-04	0
4246	122	2935	2014-01-04	0
4265	120	1860	2014-01-04	0
4375	222	1183	2014-01-04	0
4438	156	1364	2014-01-04	0
4475	222	6990	2014-01-04	0
4480	222	4973	2014-01-04	0
4726	119	6874	2014-01-04	0
4732	120	6126	2014-01-04	0
4732	222	3771	2014-01-04	0
492	52	1575	2014-01-04	0
4970	133	6020	2014-01-04	0
4973	212	3419	2014-01-04	0
4973	230	626	2014-01-04	0
5018	129	4170	2014-01-04	0
5018	129	4714	2014-01-04	0
5044	163	3770	2014-01-04	0
5047	122	2589	2014-01-04	0
5345	122	1134	2014-01-04	0
5347	222	1921	2014-01-04	0
5521	46	1860	2014-01-04	0
5547	188	3752	2014-01-04	0
5724	222	5494	2014-01-04	0
5744	163	6113	2014-01-04	0
5764	133	2963	2014-01-04	0
5832	112	1815	2014-01-04	0
5832	122	1239	2014-01-04	0
5832	122	722	2014-01-04	0
5832	129	3215	2014-01-04	0
5832	206	1239	2014-01-04	0
5832	206	722	2014-01-04	0
5878	212	6686	2014-01-04	0
6003	112	1815	2014-01-04	0
6003	129	5469	2014-01-04	0
6020	187	4761	2014-01-04	0
6041	222	6355	2014-01-04	0
6158	46	2500	2014-01-04	0
6158	46	5957	2014-01-04	0
6237	119	2631	2014-01-04	0
626	108	4973	2014-01-04	0
626	163	4973	2014-01-04	0
6285	65	256	2014-01-04	0
6321	120	537	2014-01-04	0
6355	122	1575	2014-01-04	0
6775	199	1315	2014-01-04	0
6874	156	1364	2014-01-04	0
6874	160	1224	2014-01-04	0
6974	222	6158	2014-01-04	0
706	163	5832	2014-01-04	0
722	122	5832	2014-01-04	0
890	46	4024	2014-01-04	0
1029	111	2045	2014-01-05	0
1239	122	5832	2014-01-05	0
1376	125	3368	2014-01-05	0
1389	204	5001	2014-01-05	0
1389	81	5001	2014-01-05	0
1490	256	6874	2014-01-05	0
1742	261	5895	2014-01-05	0
1759	222	1219	2014-01-05	0
1815	227	5832	2014-01-05	0
1862	133	4681	2014-01-05	0
2008	227	6805	2014-01-05	0
2131	224	3973	2014-01-05	0
2131	236	1598	2014-01-05	0
2131	46	3973	2014-01-05	0
2169	129	4475	2014-01-05	0
237	46	2654	2014-01-05	0
2427	120	472	2014-01-05	0
2427	158	472	2014-01-05	0
2623	122	3602	2014-01-05	0
2654	224	6355	2014-01-05	0
2654	46	237	2014-01-05	0
2935	227	2962	2014-01-05	0
2935	227	3210	2014-01-05	0
2962	129	2935	2014-01-05	0
2978	222	1269	2014-01-05	0
3134	119	3636	2014-01-05	0
3210	112	2935	2014-01-05	0
3210	122	697	2014-01-05	0
3210	222	2935	2014-01-05	0
3368	125	1376	2014-01-05	0
351	119	1389	2014-01-05	0
351	222	1389	2014-01-05	0
3602	122	2623	2014-01-05	0
3636	111	6020	2014-01-05	0
3661	133	4681	2014-01-05	0
3661	133	729	2014-01-05	0
3752	188	5547	2014-01-05	0
3827	222	2935	2014-01-05	0
3973	46	2131	2014-01-05	0
4151	97	1389	2014-01-05	0
4170	227	4714	2014-01-05	0
4188	222	516	2014-01-05	0
4440	129	1630	2014-01-05	0
4475	129	4170	2014-01-05	0
4583	156	2935	2014-01-05	0
4714	81	5345	2014-01-05	0
4721	129	1630	2014-01-05	0
4726	122	5980	2014-01-05	0
4973	144	5771	2014-01-05	0
4973	230	626	2014-01-05	0
5001	81	1389	2014-01-05	0
5022	222	6238	2014-01-05	0
5116	129	6874	2014-01-05	0
5116	222	4261	2014-01-05	0
5121	46	1860	2014-01-05	0
516	222	4188	2014-01-05	0
5453	222	6904	2014-01-05	0
5521	97	5497	2014-01-05	0
5547	188	3752	2014-01-05	0
558	120	2232	2014-01-05	0
5764	133	2963	2014-01-05	0
5764	73	3060	2014-01-05	0
5775	104	1586	2014-01-05	0
5775	227	775	2014-01-05	0
5808	44	1656	2014-01-05	0
5832	112	1815	2014-01-05	0
5832	122	1239	2014-01-05	0
5832	129	3215	2014-01-05	0
5832	212	4475	2014-01-05	0
5832	222	2935	2014-01-05	0
5855	133	2967	2014-01-05	0
5980	122	4726	2014-01-05	0
6095	144	2376	2014-01-05	0
6095	73	5573	2014-01-05	0
6106	222	6576	2014-01-05	0
626	108	4973	2014-01-05	0
6355	222	335	2014-01-05	0
6471	46	6591	2014-01-05	0
6557	222	4277	2014-01-05	0
6774	59	4970	2014-01-05	0
6775	222	6095	2014-01-05	0
6805	112	2008	2014-01-05	0
681	222	2935	2014-01-05	0
6813	122	6078	2014-01-05	0
6833	222	3734	2014-01-05	0
6874	129	1340	2014-01-05	0
6874	97	5954	2014-01-05	0
697	122	3210	2014-01-05	0
697	222	2935	2014-01-05	0
7003	222	3781	2014-01-05	0
705	112	4640	2014-01-05	0
705	122	1239	2014-01-05	0
775	112	5775	2014-01-05	0
1029	133	2045	2014-01-06	0
1122	133	2911	2014-01-06	0
1128	222	1575	2014-01-06	0
1134	177	4475	2014-01-06	0
1134	222	5775	2014-01-06	0
1134	241	3770	2014-01-06	0
1239	206	5832	2014-01-06	0
1239	206	705	2014-01-06	0
1244	97	3200	2014-01-06	0
1315	206	6094	2014-01-06	0
1378	222	2697	2014-01-06	0
1389	241	5001	2014-01-06	0
143	224	6355	2014-01-06	0
143	46	2131	2014-01-06	0
1447	122	1335	2014-01-06	0
1512	73	2703	2014-01-06	0
1540	129	4057	2014-01-06	0
1591	222	1660	2014-01-06	0
1716	222	6088	2014-01-06	0
1731	222	3095	2014-01-06	0
1732	212	364	2014-01-06	0
1860	156	5521	2014-01-06	0
1862	133	4681	2014-01-06	0
1862	203	3288	2014-01-06	0
1890	120	1962	2014-01-06	0
1890	120	3556	2014-01-06	0
1890	120	4308	2014-01-06	0
1934	120	2962	2014-01-06	0
1934	122	22	2014-01-06	0
1934	129	2935	2014-01-06	0
1934	129	2962	2014-01-06	0
1939	129	2935	2014-01-06	0
1987	222	6346	2014-01-06	0
2045	204	3251	2014-01-06	0
2079	241	3305	2014-01-06	0
2131	46	143	2014-01-06	0
